TYPE;SOUSTYPE;ADRESSE;CODE_POSTAL;VILLE;ARRONDISSEMENT;DATEDECL;ANNEE DECLARATION;MOIS DECLARATION;NUMERO;PREFIXE;INTERVENANT;CONSEIL DE QUARTIER;OBJECTID;geo_shape;geo_point_2d
Objets abandonnés;Meubles et éléments de décoration;10 rue morand ,75011 PARIS;75011;Paris 11;11.0;2012-11-30T02:00:00+01:00;2012;11;5351.0;S;Ramen en tant que prestataire de DansMaRue;BELLEVILLE - SAINT-MAUR;37388;"{""type"": ""Point"", ""coordinates"": [2.376823993598348, 48.86854599653897]}";48.8685459965, 2.3768239936
Objets abandonnés;Planches et palettes;119 rue saint-denis ,75001 PARIS;75001;Paris 1;1.0;2012-12-03T02:00:00+01:00;2012;12;204.0;S;Ramen en tant que prestataire de DansMaRue;LES HALLES;37399;"{""type"": ""Point"", ""coordinates"": [2.349651004799167, 48.86290399571307]}";48.8629039957, 2.3496510048
Objets abandonnés;Autre objet (hors catégories précédentes);27 rue louis vicat ,75015 PARIS;75015;Paris 15;15.0;2012-12-04T02:00:00+01:00;2012;12;313.0;S;Ramen en tant que prestataire de DansMaRue;GEORGES BRASSENS;37401;"{""type"": ""Point"", ""coordinates"": [2.295046998815104, 48.82651499552881]}";48.8265149955, 2.29504699882
Objets abandonnés;Planches et palettes;64 rue de turenne ,75003 PARIS;75003;Paris 3;3.0;2012-12-05T02:00:00+01:00;2012;12;551.0;S;Ramen en tant que prestataire de DansMaRue;TEMPLE;37408;"{""type"": ""Point"", ""coordinates"": [2.364716997713931, 48.86462999930728]}";48.8646299993, 2.36471699771
Objets abandonnés;Objets entrant dans plusieurs catégories;6 rue de l'hôpital saint-louis ,75010 PARIS;75010;Paris 10;10.0;2012-11-28T02:00:00+01:00;2012;11;4903.0;S;Ramen en tant que prestataire de DansMaRue;GRANGE AUX BELLES - TERRAGE;37414;"{""type"": ""Point"", ""coordinates"": [2.365631998953443, 48.8747399999979]}";48.87474, 2.36563199895
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;3 impasse des primevères ,75011 PARIS;75011;Paris 11;11.0;2012-11-09T02:00:00+01:00;2012;11;1191.0;S;graffitis;REPUBLIQUE - SAINT-AMBROISE;37427;"{""type"": ""Point"", ""coordinates"": [2.370027995322543, 48.858899996460224]}";48.8588999965, 2.37002799532
Propreté;Malpropreté du sol:Déchets divers épars;4 rue henri heine ,75016 PARIS;75016;Paris 16;16.0;2012-12-07T02:00:00+01:00;2012;12;1227.0;S;DPE;AUTEUIL NORD;37429;"{""type"": ""Point"", ""coordinates"": [2.266858005123641, 48.851295003001944]}";48.851295003, 2.26685800512
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;77 boulevard beaumarchais ,75003 PARIS;75003;Paris 3;11.0;2012-12-08T02:00:00+01:00;2012;12;1339.0;S;graffitis;REPUBLIQUE - SAINT-AMBROISE;37435;"{""type"": ""Point"", ""coordinates"": [2.367901998300217, 48.85848599457247]}";48.8584859946, 2.3679019983
Objets abandonnés;Planches et palettes;23 rue du cambodge ,75020 PARIS;75020;Paris 20;20.0;2012-12-14T02:00:00+01:00;2012;12;2073.0;S;Ramen en tant que prestataire de DansMaRue;GAMBETTA;37446;"{""type"": ""Point"", ""coordinates"": [2.397916995444824, 48.86641699972597]}";48.8664169997, 2.39791699544
Objets abandonnés;Objets entrant dans plusieurs catégories;2 cité d'hauteville ,75010 PARIS;75010;Paris 10;10.0;2012-12-14T02:00:00+01:00;2012;12;1989.0;S;Ramen en tant que prestataire de DansMaRue;PORTE SAINT-DENIS - PARADIS;37448;"{""type"": ""Point"", ""coordinates"": [2.352269005010867, 48.876183000691555]}";48.8761830007, 2.35226900501
Mobiliers urbains dégradés (arrachés, cassés, tordus, bancals, en panne... );Mobiliers de protection :Potelet, barrière ou garde-corps;10 rue des gravilliers ,75003 PARIS;75003;Paris 3;3.0;2012-12-24T02:00:00+01:00;2012;12;3072.0;S;DVD;REAUMUR;37468;"{""type"": ""Point"", ""coordinates"": [2.358013995571183, 48.86350999936001]}";48.8635099994, 2.35801399557
Propreté;Malpropreté du sol:Autre;8 rue prisse d'avennes ,75014 PARIS;75014;Paris 14;14.0;2012-11-09T02:00:00+01:00;2012;11;1161.0;S;DPE;JEAN MOULIN - PORTE D'ORLEANS;37472;"{""type"": ""Point"", ""coordinates"": [2.327992994181662, 48.82544999826966]}";48.8254499983, 2.32799299418
Objets abandonnés;Meubles et éléments de décoration;3 rue béranger ,75003 PARIS;75003;Paris 3;3.0;2012-12-27T02:00:00+01:00;2012;12;3292.0;S;Ramen en tant que prestataire de DansMaRue;TEMPLE;37474;"{""type"": ""Point"", ""coordinates"": [2.363946995312494, 48.86562300233452]}";48.8656230023, 2.36394699531
Objets abandonnés;Équipements électriques et électroniques;51 rue des archives ,75003 PARIS;75003;Paris 3;3.0;2012-12-28T02:00:00+01:00;2012;12;3305.0;S;Ramen en tant que prestataire de DansMaRue;RAMBUTEAU - FRANCS-BOURGEOIS;37478;"{""type"": ""Point"", ""coordinates"": [2.357902004147488, 48.86095399663042]}";48.8609539966, 2.35790200415
Objets abandonnés;Portes, fenêtres, volets, vitres et sanitaires;23-27 rue pouchet, 75017 PARIS;75017;Paris 17;17.0;2012-07-18T04:00:00+02:00;2012;7;37.0;S;Ramen en tant que prestataire de DansMaRue;EPINETTES - BESSIERES;606801;"{""type"": ""Point"", ""coordinates"": [2.319536996445716, 48.89287650190806]}";48.8928765019, 2.31953699645
Voirie et déplacements;Trottoirs:Affaissement, trou, bosse, pavé arraché;4 rue casimir delavigne ,75006 PARIS;75006;Paris 6;6.0;2012-12-10T02:00:00+01:00;2012;12;1524.0;S;DVD;ODEON;565043;"{""type"": ""Point"", ""coordinates"": [2.339388004141127, 48.850662002071836]}";48.8506620021, 2.33938800414
Graffitis, tags, affiches et autocollants;Graffitis sur immeuble, mur ou commerce;21 place de la république ,75003 PARIS;75003;Paris 3;3.0;2012-12-05T02:00:00+01:00;2012;12;727.0;S;graffitis;REAUMUR;16956;"{""type"": ""Point"", ""coordinates"": [2.362866003994449, 48.86760700190502]}";48.8676070019, 2.36286600399
